"id","kind","source","disposition","destination","decision","note"
"M200","TESTING","plugins/machinery/rules/verification-and-evidence.md § Declare the standard you are claiming","dropped","","6","Existing tests run by hooks show unchanged"
"M201","COMMUNICATION","plugins/machinery/rules/verification-and-evidence.md § What the check could actually see","merged","M173","1","What the check could see"
"M202","TESTING","plugins/machinery/rules/verification-and-evidence.md § What the check could actually see","merged","M232","2","Find out why"
"M203","TESTING","plugins/machinery/rules/verification-and-evidence.md § What the check could actually see","merged","M6","11","Verify counts yourself"
"M204","TESTING","plugins/machinery/rules/verification-and-evidence.md § What the check could actually see","dropped","","6","No check list before work"
"M205","COMMUNICATION","plugins/machinery/rules/verification-and-evidence.md § The word you just wrote makes a check due","merged","M173","1","Evidence due for fixed/closed/enforced"
"M206","TESTING","plugins/machinery/rules/verification-and-evidence.md § The word you just wrote makes a check due","skill","draft/skills/testing/SKILL.md","2","Class claim: fix every instance"
"M207","TESTING","plugins/machinery/rules/verification-and-evidence.md § The word you just wrote makes a check due","skill","draft/skills/testing/SKILL.md","2","Build names affected sites"
"M208","TESTING","plugins/machinery/rules/verification-and-evidence.md § The word you just wrote makes a check due","merged","M207","2","No speculative edits"
"M209","TESTING","plugins/machinery/rules/verification-and-evidence.md § The word you just wrote makes a check due","skill","draft/skills/testing/SKILL.md","16","Unnamed site gets TDD red first"
"M210","TESTING","plugins/machinery/rules/verification-and-evidence.md § The word you just wrote makes a check due","merged","M207","2","Fix what failure names"
"M211","REPORTING","plugins/machinery/rules/verification-and-evidence.md § The word you just wrote makes a check due","skill","draft/skills/testing/SKILL.md","Owner rule","Byte-identical after revert"
"M212","TESTING","plugins/machinery/rules/verification-and-evidence.md § The word you just wrote makes a check due","skill","draft/skills/testing/SKILL.md","2","Diagnosis traced from input"
"M213","TESTING","plugins/machinery/rules/verification-and-evidence.md § The word you just wrote makes a check due","skill","draft/skills/testing/SKILL.md","2","Replacement belief input check"
"M214","COMMUNICATION","plugins/machinery/rules/verification-and-evidence.md § The word you just wrote makes a check due","merged","M173","1","Closed needs checkable evidence"
"M215","TOOLING","plugins/machinery/rules/verification-and-evidence.md § The word you just wrote makes a check due","merged","M250","1","Target from environment"
"M216","TESTING","plugins/machinery/rules/verification-and-evidence.md § The word you just wrote makes a check due","merged","M173","1","Tooling claims checked first"
"M217","TESTING","plugins/machinery/rules/verification-and-evidence.md § Tests","skill","draft/skills/testing/SKILL.md","TDD ruling, 16","TDD red then green"
"M218","TESTING","plugins/machinery/rules/verification-and-evidence.md § Tests","merged","M217","16","Every fix starts at TDD red"
"M219","TESTING","plugins/machinery/rules/verification-and-evidence.md § Tests","dropped","","4","Per-fix test-data generator dropped"
"M220","TESTING","plugins/machinery/rules/verification-and-evidence.md § Tests","dropped","","4, 15","Cycle never runs broader tests; hooks do"
"M221","TESTING","plugins/machinery/rules/verification-and-evidence.md § Tests","skill","draft/skills/testing/SKILL.md","2","Tests move with code"
"M222","TESTING","plugins/machinery/rules/verification-and-evidence.md § Tests","mechanism","pre-commit and pre-push hooks","11, 15, 23","Hooks run suites once; output kept by filter; tiers from project config"
"M223","TESTING","plugins/machinery/rules/verification-and-evidence.md § Tests","mechanism","pre-commit hook","13, 15, 23","Commit runs touched components' tests, not full suite; tiers from project config"
"M224","TESTING","plugins/machinery/rules/verification-and-evidence.md § Tests","skill","draft/skills/testing/SKILL.md","2","Default-setting regression test"
"M225","TESTING","plugins/machinery/rules/verification-and-evidence.md § Tests","merged","M217","16","TDD red proves suite expresses failure"
"M226","TESTING","plugins/machinery/rules/verification-and-evidence.md § What a test can honestly claim","merged","M217","16","TDD red shows observer can see"
"M227","TESTING","plugins/machinery/rules/verification-and-evidence.md § What a test can honestly claim","skill","draft/skills/testing/SKILL.md","2","Real renderer path"
"M228","TESTING","plugins/machinery/rules/verification-and-evidence.md § What a test can honestly claim","skill","draft/skills/testing/SKILL.md","2","Hands-on where tests cannot reach"
"M229","TESTING","plugins/machinery/rules/verification-and-evidence.md § What a test can honestly claim","skill","draft/skills/testing/SKILL.md","4","Work count; positive control via TDD red"
"M230","TESTING","plugins/machinery/rules/verification-and-evidence.md § What a test can honestly claim","skill","draft/skills/testing/SKILL.md","16","TDD refactor two commits"
"M231","TESTING","plugins/machinery/rules/verification-and-evidence.md § Comparison runs and baselines","merged","M426","2","Failure set vs baseline"
"M232","TESTING","plugins/machinery/rules/verification-and-evidence.md § Comparison runs and baselines","skill","draft/skills/testing/SKILL.md","2","Find why before changing baseline"
"M233","TESTING","plugins/machinery/rules/verification-and-evidence.md § Comparison runs and baselines","merged","M232","2","Person reviews regenerated baseline"
"M234","REPORTING","plugins/machinery/rules/verification-and-evidence.md § Comparison runs and baselines","merged","M434","Reports ruling","Skipped cases named"
"M235","TESTING","plugins/machinery/rules/verification-and-evidence.md § Comparison runs and baselines","merged","M232","2","Never change code to go green"
"M236","TESTING","plugins/machinery/rules/verification-and-evidence.md § Comparison runs and baselines","merged","M232","2","Never adjust tolerance"
"M237","TESTING","plugins/machinery/rules/verification-and-evidence.md § Comparison runs and baselines","skill","draft/skills/tooling/SKILL.md","2","git diff -w"
"M238","TESTING","plugins/machinery/rules/verification-and-evidence.md § Measuring performance","skill","draft/skills/instrumentation/SKILL.md","5","Measure first"
"M239","INSTRUMENTATION","plugins/machinery/rules/verification-and-evidence.md § Measuring performance","skill","draft/skills/instrumentation/SKILL.md","2","Timer wraps only work"
"M240","TESTING","plugins/machinery/rules/verification-and-evidence.md § Measuring performance","skill","draft/skills/instrumentation/SKILL.md","2","Alternate build runs"
"M241","WORKTREE","plugins/machinery/rules/verification-and-evidence.md § Measuring performance","skill","draft/skills/instrumentation/SKILL.md","9","Separate worktree for measurement"
"M242","TESTING","plugins/machinery/rules/verification-and-evidence.md § Measuring performance","skill","draft/skills/instrumentation/SKILL.md","2","Quiet machine"
"M243","REPORTING","plugins/machinery/rules/verification-and-evidence.md § Measuring performance","merged","M242","2","State configuration"
"M244","TESTING","plugins/machinery/rules/verification-and-evidence.md § Measuring performance","skill","draft/skills/instrumentation/SKILL.md","2","One variable at a time"
"M245","WORKTREE","plugins/machinery/rules/verification-and-evidence.md § Measuring performance","skill","draft/skills/worktree/SKILL.md","2","Correctness fix own commit"
"M246","INSTRUMENTATION","plugins/machinery/rules/verification-and-evidence.md § Measuring performance","skill","draft/skills/instrumentation/SKILL.md","2","Instrument in same build"
"M247","INSTRUMENTATION","plugins/machinery/rules/verification-and-evidence.md § Measuring performance","merged","M246","2","Same build"
"M248","TESTING","plugins/machinery/rules/verification-and-evidence.md § Measuring performance","skill","draft/skills/instrumentation/SKILL.md","2","Measure skippable fraction"
"M249","DESIGN","plugins/machinery/rules/verification-and-evidence.md § Measuring performance","skill","draft/skills/instrumentation/SKILL.md","2","No duplicate expensive computation"
"M250","PLANNING","plugins/machinery/rules/verification-and-evidence.md § Before you write code","core","draft/core.md","Owner rule","Read before writing code"
"M251","TICKETS","plugins/machinery/rules/work-tracking.md § A ticket and its companion","skill","draft/skills/tickets/SKILL.md","8","One ticket per work item"
"M252","TICKETS","plugins/machinery/rules/work-tracking.md § A ticket and its companion","skill","draft/skills/tickets/SKILL.md","8","Companion only for multi-session efforts"
"M253","TICKETS","plugins/machinery/rules/work-tracking.md § A ticket and its companion","merged","M254","8","Companion link reserved"
"M254","TICKETS","plugins/machinery/rules/work-tracking.md § A ticket and its companion","skill","draft/skills/tickets/SKILL.md","8","Dedicated link type"
"M255","TICKETS","plugins/machinery/rules/work-tracking.md § A ticket and its companion","skill","draft/skills/tickets/SKILL.md","Out-of-scope ruling","Findings own ticket, not child"
"M256","TICKETS","plugins/machinery/rules/work-tracking.md § A ticket and its companion","skill","draft/skills/tickets/SKILL.md","8","Two-level linking for efforts"
"M257","TICKETS","plugins/machinery/rules/work-tracking.md § A ticket and its companion","skill","draft/skills/tickets/SKILL.md","8","Number means pair"
"M258","TICKETS","plugins/machinery/rules/work-tracking.md § A ticket and its companion","skill","draft/skills/tickets/SKILL.md","9","Worktree label when worktree exists"
"M259","TICKETS","plugins/machinery/rules/work-tracking.md § A ticket and its companion","merged","M306","2","Ticket in commit message"
"M260","TICKETS","plugins/machinery/rules/work-tracking.md § Creating and shaping a pair","skill","draft/skills/tickets/SKILL.md","8","Pair as one step, multi-session only"
"M261","TICKETS","plugins/machinery/rules/work-tracking.md § Creating and shaping a pair","merged","M260","2","Repair as one step"
"M262","TICKETS","plugins/machinery/rules/work-tracking.md § Creating and shaping a pair","skill","draft/skills/tickets/SKILL.md","6, 8","Design constraint moved to spec"
"M263","TICKETS","plugins/machinery/rules/work-tracking.md § Creating and shaping a pair","skill","draft/skills/tickets/SKILL.md","8","Companion shape"
"M264","TICKETS","plugins/machinery/rules/work-tracking.md § Reading it and keeping it current","skill","draft/skills/tickets/SKILL.md","8","Catch-up order"
"M265","TICKETS","plugins/machinery/rules/work-tracking.md § Reading it and keeping it current","merged","M272","7","Learnings go to ticket, not companion"
"M266","TICKETS","plugins/machinery/rules/work-tracking.md § Reading it and keeping it current","skill","draft/skills/tickets/SKILL.md","8","Correction updates both"
"M267","TICKETS","plugins/machinery/rules/work-tracking.md § Reading it and keeping it current","skill","draft/skills/tickets/SKILL.md","8","Blocked label"
"M268","TICKETS","plugins/machinery/rules/work-tracking.md § Reading it and keeping it current","skill","draft/skills/tickets/SKILL.md","7, 8","Learnings step removed from close order"
"M269","TICKETS","plugins/machinery/rules/work-tracking.md § The owner's own list","skill","draft/skills/tickets/SKILL.md","2","Owner closes complaint items"
"M270","RECORDS","plugins/machinery/rules/work-tracking.md § The owner's own list","skill","draft/skills/tickets/SKILL.md","2","Owner's description never edited"
"M271","RECORDS","plugins/machinery/rules/work-tracking.md § The learnings record","dropped","","7","Learnings one place: the ticket"
"M272","RECORDS","plugins/machinery/rules/work-tracking.md § The learnings record","core","draft/core.md","7","Learning entry in ticket"
"M273","RECORDS","plugins/machinery/rules/work-tracking.md § The learnings record","dropped","","7","Notebook record replaced by ticket"
"M274","RECORDS","plugins/machinery/rules/work-tracking.md § The learnings record","dropped","","10, 19, Reports ruling","Register rows, ledger prose, long report gone"
"M275","TESTING","plugins/machinery/rules/work-tracking.md § The learnings record","mechanism","pre-commit hook","15, 23","Component tests at commit; test-first is TDD red; tiers from project config"
"M276","REPORTING","plugins/machinery/rules/work-tracking.md § The learnings record","merged","M177","Reports ruling","Per-task report few lines"
"M277","RULE-PROCESS","plugins/machinery/rules/work-tracking.md § One editable home","dropped","","3","Restatements deleted, not generated"
"M278","RULE-PROCESS","plugins/machinery/rules/work-tracking.md § One editable home","dropped","","3","Restatements deleted"
"M279","TESTING","plugins/machinery/rules/work-tracking.md § One editable home","dropped","","TDD ruling, 4","No disturb-and-restore proofs"
"M280","TICKETS","plugins/machinery/rules/work-tracking.md § Staying inside the effort","core","draft/core.md","Out-of-scope ruling","File with labels, don't chase"
"M281","PLANNING","plugins/machinery/rules/work-tracking.md § Staying inside the effort","skill","draft/skills/tickets/SKILL.md","2","One feature at a time"
"M282","TICKETS","plugins/machinery/rules/work-tracking.md § Staying inside the effort","skill","draft/skills/tickets/SKILL.md","2","Close when feature usable"
"M283","RULE-PROCESS","plugins/machinery/rules/work-tracking.md § A specification handed down","skill","draft/skills/rule-process/SKILL.md","10","SPEC meaning and home"
"M284","RULE-PROCESS","plugins/machinery/rules/work-tracking.md § A specification handed down","mechanism","capture.mjs","10","SPEC capture by hook"
"M285","RULE-PROCESS","plugins/machinery/rules/work-tracking.md § A specification handed down","mechanism","pre-commit inbox check","10","Spec inbox gate"
"M286","RULE-PROCESS","plugins/machinery/rules/work-tracking.md § A specification handed down","skill","draft/skills/rule-process/SKILL.md","10","Fixed location; refusal by spec-check"
"M287","WORKTREE","plugins/machinery/rules/worktree-discipline.md § Creating one","skill","draft/skills/worktree/SKILL.md","2","Owner's direct go"
"M288","WORKTREE","plugins/machinery/rules/worktree-discipline.md § Creating one","skill","draft/skills/worktree/SKILL.md","2","Name for the work"
"M289","WORKTREE","plugins/machinery/rules/worktree-discipline.md § Creating one","mechanism","worktree-create.mjs","3","Branch named after worktree by hook"
"M290","WORKTREE","plugins/machinery/rules/worktree-discipline.md § Creating one","mechanism","worktree-create.mjs","3","Prefix strip and empty-name refusal (verified in script)"
"M291","WORKTREE","plugins/machinery/rules/worktree-discipline.md § Creating one","mechanism","worktree-create.mjs","3, 9","Base from worktree.baseRef setting (verified)"
"M292","WORKTREE","plugins/machinery/rules/worktree-discipline.md § Creating one","mechanism","worktree-create.mjs","3","Attaches existing branch (verified)"
"M293","WORKTREE","plugins/machinery/rules/worktree-discipline.md § Creating one","mechanism","worktree-create.mjs","3","Prints only path; fails with message"
"M294","WORKTREE","plugins/machinery/rules/worktree-discipline.md § Creating one","skill","draft/skills/worktree/SKILL.md","2","Reset onto target branch"
"M295","WORKTREE","plugins/machinery/rules/worktree-discipline.md § Working in it","skill","draft/skills/worktree/SKILL.md","2","Nothing above project root"
"M296","INSTRUMENTATION","plugins/machinery/rules/worktree-discipline.md § Working in it","skill","draft/skills/instrumentation/SKILL.md","5","Announce temporary measuring code"
"M297","TOOLING","plugins/machinery/rules/worktree-discipline.md § Working in it","skill","draft/skills/worktree/SKILL.md","2","Clear build cache"
"M298","WORKTREE","plugins/machinery/rules/worktree-discipline.md § Working in it","dropped","","9","Shared-checkout backstop obsolete under setting"
"M299","TESTING","plugins/machinery/rules/worktree-discipline.md § Working in it","skill","draft/skills/testing/SKILL.md","2","Subprocess fixture env"
"M300","WORKTREE","plugins/machinery/rules/worktree-discipline.md § Committing from it","skill","draft/skills/worktree/SKILL.md","2","Commit named paths"
"M301","WORKTREE","plugins/machinery/rules/worktree-discipline.md § Committing from it","merged","M300","2","Flags before --"
"M302","WORKTREE","plugins/machinery/rules/worktree-discipline.md § Committing from it","skill","draft/skills/worktree/SKILL.md","2","No blanket add"
"M303","WORKTREE","plugins/machinery/rules/worktree-discipline.md § Committing from it","skill","draft/skills/worktree/SKILL.md","2","Protected records"
"M304","WORKTREE","plugins/machinery/rules/worktree-discipline.md § Committing from it","mechanism","sweep-guard.mjs","25","Advisory stays in the slimmed pre-commit hook"
"M305","WORKTREE","plugins/machinery/rules/worktree-discipline.md § Committing from it","merged","M306","2","Trailer"
"M306","WORKTREE","plugins/machinery/rules/worktree-discipline.md § Committing from it","skill","draft/skills/worktree/SKILL.md","2","Commit message contents"
"M307","WORKTREE","plugins/machinery/rules/worktree-discipline.md § Merging and tearing down","skill","draft/skills/worktree/SKILL.md","13","Merge locally, pre-push hook tests pushed SHA"
"M308","WORKTREE","plugins/machinery/rules/worktree-discipline.md § Merging and tearing down","merged","M307","2","Exploration merge by owner decision"
"M309","WORKTREE","plugins/machinery/rules/worktree-discipline.md § Merging and tearing down","skill","draft/skills/worktree/SKILL.md","2","Teardown after push"
"M310","REPORTING","plugins/machinery/rules/worktree-discipline.md § Merging and tearing down","skill","draft/skills/worktree/SKILL.md","Reports ruling","List worktrees before finishing"
"M311","WORKTREE","plugins/machinery/rules/worktree-discipline.md § Merging and tearing down","skill","draft/skills/worktree/SKILL.md","2","Ask before deleting dirty worktree"
"M312","WORKTREE","plugins/machinery/rules/worktree-discipline.md § Merging and tearing down","merged","M311","2","Release lock via tool"
"M313","WORKTREE","plugins/machinery/rules/worktree-discipline.md § What may be merged","skill","draft/skills/worktree/SKILL.md","Owner rule","Merge bar"
"M314","WORKTREE","plugins/machinery/rules/worktree-discipline.md § What may be merged","skill","draft/skills/worktree/SKILL.md","Owner rule","Unreachable incomplete code"
"M315","WORKTREE","plugins/machinery/rules/worktree-discipline.md § What may be merged","skill","draft/skills/worktree/SKILL.md","Owner rule","Land in pieces"
"M316","SKILL-TRIGGER","plugins/machinery/skills/effort-lifecycle/SKILL.md § frontmatter","skill","draft/skills/worktree/SKILL.md","2","Effort-lifecycle trigger folded into worktree description"
"M317","WORKTREE","plugins/machinery/skills/effort-lifecycle/SKILL.md § Does this apply?","dropped","","9","All-work-in-worktree replaced by setting"
"M318","WORKTREE","plugins/machinery/skills/effort-lifecycle/SKILL.md § Does this apply?","dropped","","9","Shared-copy reserved list obsolete; root filing enforced by intake.mjs"
"M319","WORKTREE","plugins/machinery/skills/effort-lifecycle/SKILL.md § Does this apply?","merged","M307","2","Root-run steps"
"M320","WORKTREE","plugins/machinery/skills/effort-lifecycle/SKILL.md § Does this apply?","merged","M294","2","In-worktree steps"
"M321","WORKTREE","plugins/machinery/skills/effort-lifecycle/SKILL.md § Does this apply?","dropped","","9","Duplicate of M298 backstop"
"M322","WORKTREE","plugins/machinery/skills/effort-lifecycle/SKILL.md § Start","merged","M287","2","Duplicate"
"M323","WORKTREE","plugins/machinery/skills/effort-lifecycle/SKILL.md § Start","merged","M288","2","Duplicate"
"M324","WORKTREE","plugins/machinery/skills/effort-lifecycle/SKILL.md § Start","skill","draft/skills/worktree/SKILL.md","2","Use worktree tool"
"M325","WORKTREE","plugins/machinery/skills/effort-lifecycle/SKILL.md § Start","merged","M294","2","Duplicate"
"M326","WORKTREE","plugins/machinery/skills/effort-lifecycle/SKILL.md § During","merged","M300","2","Duplicate"
"M327","WORKTREE","plugins/machinery/skills/effort-lifecycle/SKILL.md § During","merged","M302","2","Duplicate"
"M328","WORKTREE","plugins/machinery/skills/effort-lifecycle/SKILL.md § During","merged","M303","2","Duplicate"
"M329","WORKTREE","plugins/machinery/skills/effort-lifecycle/SKILL.md § During","merged","M300","2","Duplicate"
"M330","RECORDS","plugins/machinery/skills/effort-lifecycle/SKILL.md § During","dropped","","7, 6; developer-friendliness tabled","Outcome ledger depended on tabled skill"
"M331","INSTRUMENTATION","plugins/machinery/skills/effort-lifecycle/SKILL.md § During","merged","M296","2","Duplicate"
"M332","WORKTREE","plugins/machinery/skills/effort-lifecycle/SKILL.md § End","merged","M307","13","Merge gate now pre-push hook"
"M333","AGENTS","plugins/machinery/skills/effort-lifecycle/SKILL.md § End","parked","unbreakable (future claude-code/unbreakable/)","19","Invariant audit before merge"
"M334","TOOLING","plugins/machinery/skills/effort-lifecycle/SKILL.md § End","merged","M297","2","Duplicate"
"M335","WORKTREE","plugins/machinery/skills/effort-lifecycle/SKILL.md § End","merged","M307","13","Push after hook passes"
"M336","WORKTREE","plugins/machinery/skills/effort-lifecycle/SKILL.md § End","merged","M309","2","Duplicate"
"M337","REPORTING","plugins/machinery/skills/effort-lifecycle/SKILL.md § End","merged","M310","2","Duplicate"
"M338","WORKTREE","plugins/machinery/skills/effort-lifecycle/SKILL.md § End","merged","M311","2","Duplicate"
"M339","SKILL-TRIGGER","plugins/machinery/skills/install/SKILL.md § frontmatter","skill","draft/skills/setup/SKILL.md","18, 28","Retention negotiated in setup (moved from install)"
"M340","REPORTING","plugins/machinery/skills/install/SKILL.md § /machinery:install","skill","draft/skills/install/SKILL.md","2","Show summary verbatim"
"M341","TOOLING","plugins/machinery/skills/install/SKILL.md § /machinery:install","skill","draft/skills/install/SKILL.md","14","--hosted replaced by hosted-CI wizard"
"M342","TOOLING","plugins/machinery/skills/install/SKILL.md § /machinery:install","mechanism","SessionStart and SubagentStart hooks","21","Core injected as additionalContext; replaces the --machine rules junction"
"M343","SKILL-TRIGGER","plugins/machinery/skills/invariant-audit/SKILL.md § frontmatter","parked","unbreakable (future claude-code/unbreakable/)","19","invariant-audit skill"
"M344","TOOLING","plugins/machinery/skills/invariant-audit/SKILL.md § /machinery:invariant-audit","parked","unbreakable (future claude-code/unbreakable/)","19","invariant-audit skill"
"M345","REPORTING","plugins/machinery/skills/invariant-audit/SKILL.md § /machinery:invariant-audit","parked","unbreakable (future claude-code/unbreakable/)","19","audit-diff.mjs"
"M346","AGENTS","plugins/machinery/skills/invariant-audit/SKILL.md § /machinery:invariant-audit","parked","unbreakable (future claude-code/unbreakable/)","19","invariant-audit skill"
"M347","REPORTING","plugins/machinery/skills/invariant-audit/SKILL.md § /machinery:invariant-audit","parked","unbreakable (future claude-code/unbreakable/)","19","invariant-audit skill"
"M348","RECORDS","plugins/machinery/skills/invariant-audit/SKILL.md § /machinery:invariant-audit","parked","unbreakable (future claude-code/unbreakable/)","19","invariant-audit skill"
"M349","OTHER","plugins/machinery/skills/invariant-audit/SKILL.md § /machinery:invariant-audit","parked","unbreakable (future claude-code/unbreakable/)","19","invariant-audit skill"
"M350","SKILL-TRIGGER","plugins/machinery/skills/refresh-diverged-branch/SKILL.md § frontmatter","skill","draft/skills/refresh-diverged-branch/SKILL.md","2","Trigger kept"
"M351","OTHER","plugins/machinery/skills/refresh-diverged-branch/SKILL.md § Refresh a diverged branch","merged","M352","2","Premise section kept"
"M352","WORKTREE","plugins/machinery/skills/refresh-diverged-branch/SKILL.md § The premise","skill","draft/skills/refresh-diverged-branch/SKILL.md","2","When to use"
"M353","WORKTREE","plugins/machinery/skills/refresh-diverged-branch/SKILL.md § The premise","skill","draft/skills/refresh-diverged-branch/SKILL.md","2","Merging stays default"
"M354","WORKTREE","plugins/machinery/skills/refresh-diverged-branch/SKILL.md § The steps","skill","draft/skills/refresh-diverged-branch/SKILL.md","2","Step 1"
"M355","WORKTREE","plugins/machinery/skills/refresh-diverged-branch/SKILL.md § The steps","skill","draft/skills/refresh-diverged-branch/SKILL.md","2","Step 2"
"M356","WORKTREE","plugins/machinery/skills/refresh-diverged-branch/SKILL.md § The steps","skill","draft/skills/refresh-diverged-branch/SKILL.md","2","Step 3"
"M357","WORKTREE","plugins/machinery/skills/refresh-diverged-branch/SKILL.md § The steps","merged","M356","2","Triage case"
"M358","WORKTREE","plugins/machinery/skills/refresh-diverged-branch/SKILL.md § The steps","merged","M356","2","Triage case"
"M359","WORKTREE","plugins/machinery/skills/refresh-diverged-branch/SKILL.md § The steps","merged","M356","2","Triage case"
"M360","WORKTREE","plugins/machinery/skills/refresh-diverged-branch/SKILL.md § The steps","merged","M356","2","Docs take both"
"M361","WORKTREE","plugins/machinery/skills/refresh-diverged-branch/SKILL.md § The steps","merged","M356","2","Lock file regenerated"
"M362","WORKTREE","plugins/machinery/skills/refresh-diverged-branch/SKILL.md § The steps","skill","draft/skills/refresh-diverged-branch/SKILL.md","2","Step 4"
"M363","WORKTREE","plugins/machinery/skills/refresh-diverged-branch/SKILL.md § The steps","skill","draft/skills/refresh-diverged-branch/SKILL.md","2","Step 5"
"M364","WORKTREE","plugins/machinery/skills/refresh-diverged-branch/SKILL.md § The steps","merged","M363","2","Graft only intent blocks"
"M365","DESIGN","plugins/machinery/skills/refresh-diverged-branch/SKILL.md § The steps","skill","draft/skills/refresh-diverged-branch/SKILL.md","2","Step 6"
"M366","TESTING","plugins/machinery/skills/refresh-diverged-branch/SKILL.md § The steps","skill","draft/skills/refresh-diverged-branch/SKILL.md","11","Verify with hooks' tests plus edition build"
"M367","TESTING","plugins/machinery/skills/refresh-diverged-branch/SKILL.md § The steps","merged","M366","2","Hands-on on real hardware"
"M368","TESTING","plugins/machinery/skills/refresh-diverged-branch/SKILL.md § The steps","merged","M366","2","Features keep tests"
"M369","WORKTREE","plugins/machinery/skills/refresh-diverged-branch/SKILL.md § The steps","skill","draft/skills/refresh-diverged-branch/SKILL.md","2","Promote as separate step"
"M370","WORKTREE","plugins/machinery/skills/refresh-diverged-branch/SKILL.md § Conditions you may hit","merged","M352","2","No remote needed"
"M371","TOOLING","plugins/machinery/skills/refresh-diverged-branch/SKILL.md § Conditions you may hit","skill","draft/skills/refresh-diverged-branch/SKILL.md","2","rerere on"
"M372","WORKTREE","plugins/machinery/skills/refresh-diverged-branch/SKILL.md § Conditions you may hit","merged","M309","2","Reclaim disk via build output"
"M373","SKILL-TRIGGER","plugins/machinery/skills/reindex/SKILL.md § frontmatter","dropped","","10","reindex skill dropped"
"M374","RULE-PROCESS","plugins/machinery/skills/reindex/SKILL.md § /machinery:reindex","dropped","","10","reindex dropped"
"M375","RULE-PROCESS","plugins/machinery/skills/reindex/SKILL.md § /machinery:reindex","dropped","","10","reindex dropped"
"M376","RULE-PROCESS","plugins/machinery/skills/reindex/SKILL.md § /machinery:reindex","dropped","","10","reindex dropped"
"M377","RULE-PROCESS","plugins/machinery/skills/reindex/SKILL.md § /machinery:reindex","dropped","","10","reindex dropped"
"M378","RULE-PROCESS","plugins/machinery/skills/reindex/SKILL.md § /machinery:reindex","dropped","","10","reindex dropped"
"M379","SKILL-TRIGGER","plugins/machinery/skills/reload/SKILL.md § frontmatter","merged","M385","2","reload merged into rule-process"
"M380","RULE-PROCESS","plugins/machinery/skills/reload/SKILL.md § /machinery:reload","skill","draft/skills/rule-process/SKILL.md","2","reload command"
"M381","RULE-PROCESS","plugins/machinery/skills/reload/SKILL.md § /machinery:reload","merged","M380","2","--project flag"
"M382","RULE-PROCESS","plugins/machinery/skills/reload/SKILL.md § /machinery:reload","merged","M380","2","--all flag"
"M383","RULE-PROCESS","plugins/machinery/skills/reload/SKILL.md § /machinery:reload","merged","M380","2","No scratchpad"
"M384","RULE-PROCESS","plugins/machinery/skills/reload/SKILL.md § /machinery:reload","merged","M380","2","Read returned blocks"
"M385","SKILL-TRIGGER","plugins/machinery/skills/rule-intake/SKILL.md § frontmatter","skill","draft/skills/rule-process/SKILL.md","2","rule-intake and spec-intake merged as rule-process"
"M386","RULE-PROCESS","plugins/machinery/skills/rule-intake/SKILL.md § /machinery:rule-intake","dropped","","1, 2","Separate rule files replaced by core and skills"
"M387","RULE-PROCESS","plugins/machinery/skills/rule-intake/SKILL.md § /machinery:rule-intake","skill","draft/skills/rule-process/SKILL.md","2","List step"
"M388","RULE-PROCESS","plugins/machinery/skills/rule-intake/SKILL.md § /machinery:rule-intake","skill","draft/skills/rule-process/SKILL.md","1, 2","Home choice: core or kind skill"
"M389","RULE-PROCESS","plugins/machinery/skills/rule-intake/SKILL.md § /machinery:rule-intake","dropped","","10","Supersession dropped"
"M390","RULE-PROCESS","plugins/machinery/skills/rule-intake/SKILL.md § /machinery:rule-intake","skill","draft/skills/rule-process/SKILL.md","2","place.mjs writes home"
"M391","RULE-PROCESS","plugins/machinery/skills/rule-intake/SKILL.md § /machinery:rule-intake","skill","draft/skills/rule-process/SKILL.md","10","Commit filing; index regeneration dropped"
"M392","RULE-PROCESS","plugins/machinery/skills/rule-intake/SKILL.md § /machinery:rule-intake","skill","draft/skills/rule-process/SKILL.md","2","Dismiss step"
"M393","RULE-PROCESS","plugins/machinery/skills/rule-intake/SKILL.md § /machinery:rule-intake","merged","M380","2","Reload after URULE"
"M394","REPORTING","plugins/machinery/skills/rule-intake/SKILL.md § /machinery:rule-intake","skill","draft/skills/rule-process/SKILL.md","Reports ruling","One line per entry"
"M395","SKILL-TRIGGER","plugins/machinery/skills/spec-intake/SKILL.md § frontmatter","merged","M385","2","spec-intake merged"
"M396","RULE-PROCESS","plugins/machinery/skills/spec-intake/SKILL.md § /machinery:spec-intake","merged","M283","2","SPEC meaning"
"M397","RULE-PROCESS","plugins/machinery/skills/spec-intake/SKILL.md § /machinery:spec-intake","dropped","","1, 2","Separate rule files replaced"
"M398","RULE-PROCESS","plugins/machinery/skills/spec-intake/SKILL.md § /machinery:spec-intake","merged","M387","2","Same list step"
"M399","RULE-PROCESS","plugins/machinery/skills/spec-intake/SKILL.md § /machinery:spec-intake","merged","M283","2","Owning spec file"
"M400","RULE-PROCESS","plugins/machinery/skills/spec-intake/SKILL.md § /machinery:spec-intake","merged","M286","10","Fixed location; SPEC_INDEX dropped"
"M401","RULE-PROCESS","plugins/machinery/skills/spec-intake/SKILL.md § /machinery:spec-intake","merged","M283","2","Keep dictated substance"
"M402","RULE-PROCESS","plugins/machinery/skills/spec-intake/SKILL.md § /machinery:spec-intake","merged","M391","10","Same commit step; index dropped"
"M403","RULE-PROCESS","plugins/machinery/skills/spec-intake/SKILL.md § /machinery:spec-intake","merged","M392","2","Same dismiss step"
