"Group plugin","New rule","Existing rule","SDLC stage","Kind","Test type","Plugin","Location","Trigger"
"unbreakable","","U107: Raw series are aggregated on read, because pre-aggregation answers only the questions somebody thought of in advance.","DESIGN","DESIGN","","unbreakable","pure-prose/unbreakable/be-reasonable/SKILL.md § 2. The worked example: storage and presentation","storing a raw series"
"unbreakable","","U108: **When fidelity must be reduced** for privacy, law, or a cost that is genuinely load-bearing: do it **late** (at the edge if the edge suffices), **deliberately** (a decision someone made, not a default nobody noticed), and **on the record**, with the reason in the terms that motivated it, so the next person can tell a legal obligation from an old assumption.","DESIGN","RECORDS","","unbreakable","pure-prose/unbreakable/be-reasonable/SKILL.md § 2. The worked example: storage and presentation","fidelity must be reduced"
"unbreakable","","U125: | Precision and fidelity | store the source's distinctions at the native maximum; project per reader | unstored is unrecoverable; unshown is one edit |","DESIGN","DESIGN","","unbreakable","pure-prose/unbreakable/be-reasonable/SKILL.md § 6.1 Representation | Precision and fidelity","choosing precision and fidelity"
"unbreakable","","U131: | Text | stored as entered; normalized only into a derived key | destructive normalization at the door renames people |","DESIGN","DESIGN","","unbreakable","pure-prose/unbreakable/be-reasonable/SKILL.md § 6.1 Representation | Text","storing text"
"machinery","When a platform layer is ruled out of a project, state it as the owner's liftable scope decision, name the actual toolchain (shell at its full path plus native tools), and let nothing invoke the excluded layer.","M123: - A whole platform layer can be ruled out of a project by decision. State it literally: it is a scope decision the owner can lift, not a claim that the excluded thing does not work.","DESIGN","TOOLING","","machinery","plugins/machinery/rules/environment-and-platform.md § Platform scope","a platform layer is ruled out"
"machinery","","M124: - Name what the toolchain actually is — the shell, at its full path, plus the platform-native tools — and let nothing in the project invoke the excluded layer.","DESIGN","TOOLING","","machinery","plugins/machinery/rules/environment-and-platform.md § Platform scope","a platform layer is ruled out"
"machinery","Never add an external dependency without the owner's explicit authorisation. Weigh it by transitive surface, update cadence and removal cost (not download size), preferring few transitive dependencies. Installs use the frozen lock file only, block lifecycle scripts except an allowlist, require a stated minimum published age, and use an installer pinned to a stated major version.","M130: - Package lifecycle scripts are blocked by default, with an explicit allowlist naming each package permitted to run one.","DESIGN","TOOLING","","machinery","plugins/machinery/rules/environment-and-platform.md § Dependencies","configuring package installs"
"machinery","","M131: - A published version must be a stated minimum age before it may be installed, so a freshly published compromised release is not picked up on the day it lands.","DESIGN","TOOLING","","machinery","plugins/machinery/rules/environment-and-platform.md § Dependencies","configuring package installs"
"machinery","","M132: - The tool that installs dependencies is itself pinned to a stated major version, because the policy switches above depend on features that version provides.","DESIGN","TOOLING","","machinery","plugins/machinery/rules/environment-and-platform.md § Dependencies","configuring package installs"
"machinery","","M127: - Never add a new external dependency without stopping and getting the owner's explicit authorization first.","IMPL","TOOLING","","machinery","plugins/machinery/rules/environment-and-platform.md § Dependencies","about to add an external dependency"
"machinery","","M128: - Prefer dependencies that bring few or no dependencies of their own.","IMPL","TOOLING","","machinery","plugins/machinery/rules/environment-and-platform.md § Dependencies","choosing a dependency"
"machinery","","M129: - Installs run against the frozen lock file only, so an install can never quietly move a pinned version.","IMPL","TOOLING","","machinery","plugins/machinery/rules/environment-and-platform.md § Dependencies","installing dependencies"
"machinery","","U142: | Dependencies | cost is transitive surface, update cadence, and removal cost — never download size | a twenty-line utility is a bad trade; cryptography, time zones, and authentication are always the right one |","IMPL","TOOLING","","unbreakable","pure-prose/unbreakable/be-reasonable/SKILL.md § 6.3 Contracts and vocabulary | Dependencies","weighing a dependency"
"machinery","When filing a rule, write it in its one home first, then add the register row citing it: working-agreement rules to their group's rule file, design rules to the owning specification, enforcement-strength claims to the ledger beside the mechanism (never a generated file). A project rule lives in .claude/rules/; a universal rule lives in the machinery plugin's rules/ and is filed through the universal-rules skill's trigger, never a project inbox. Rule substance is never duplicated elsewhere; any restatement is generated from the home by a template that adds only the exact commands.","M277: - A rule that gets restated elsewhere has exactly one editable home, and every restatement is generated from it through a template that carries no rule text of its own. There is then no second place a divergent copy can be typed.","DESIGN","RULE-PROCESS","","machinery","plugins/machinery/rules/work-tracking.md § One editable home","a rule restated elsewhere"
"machinery","","M278: - A restatement earns its place by adding what the rule text lacks: the exact commands that carry it out, so someone with no context can follow it.","DESIGN","RULE-PROCESS","","machinery","plugins/machinery/rules/work-tracking.md § One editable home","writing a restatement"
"machinery","","M144: - The register cites; it never originates. Write the rule in its home first, then add the row that cites it. A rule that exists only in the register has no home.","ANY","RULE-PROCESS","","machinery","plugins/machinery/rules/rule-governance.md § Where a rule lives","filing a rule"
"machinery","","M145: - Send each rule to the home its kind belongs in: working-agreement rules to the rule file for their group, design rules to the specification that owns that subsystem, and claims about how strongly something is enforced to the enforcement ledger — declared beside the mechanism itself, never hand-typed into a generated file.","ANY","RULE-PROCESS","","machinery","plugins/machinery/rules/rule-governance.md § Where a rule lives","filing a rule"
"machinery","","M148: - A project-specific rule has exactly one home: the project's own rules directory. A universal rule — one that would hold in any project — has exactly one home: the shared universal-rules skill, this plugin. File it there through the skill's own trigger, editing the matching `rules/<group>.md` file and reloading the skill; it is never filed through a project inbox.","ANY","RULE-PROCESS","","machinery","plugins/machinery/rules/rule-governance.md § Where a rule lives","filing a project or universal rule"
"machinery","","M480: A rule's substance is never duplicated outside its one home.","ANY","RULE-PROCESS","","machinery","plugins/machinery/README.md § Where the rules live","writing rule substance elsewhere"
"unbreakable","While writing code, when two answers remain defensible after deriving and the difference is visible to whoever uses the result, ask the developer directing the work (not the end user, and never by inventing a setting; raise a runtime setting only if one is genuinely warranted). Offer only options that exist, starting at the true maximum, in two steps: the full or default form? if not, which real alternative? Ask once and apply the answer across the whole surface; never ask about what you could derive or discover in seconds.","U96: A choice is genuinely open when **two answers are defensible after deriving**, and **the difference is visible** to whoever uses the result.","DESIGN","COMMUNICATION","","unbreakable","pure-prose/unbreakable/be-reasonable/SKILL.md § 1.4 Ask when it is genuinely open","two defensible visible answers remain"
"unbreakable","","U85: 4. **Ask when it is genuinely open.** Two defensible answers, and the difference is visible to whoever uses the thing: **ask the developer you are working with, while you are writing the code** — not the end user, not by inventing a setting — and offer only the options that actually exist.","IMPL","COMMUNICATION","","unbreakable","pure-prose/unbreakable/be-reasonable/SKILL.md § Skill: derive the choice, lean toward the cheaper mistake, split two masters, ask when it's genuinely open","two defensible answers with visible difference"
"unbreakable","","U116: **Who: the developer directing the work** — not the end user of what you are building.","IMPL","COMMUNICATION","","unbreakable","pure-prose/unbreakable/be-reasonable/SKILL.md § 4. Asking: who, when, and how","open question arises"
"unbreakable","","U117: Turning an open question into a runtime preference, a configuration flag, or a settings screen is inventing a feature to avoid asking a question, which is a far larger act than the question and leaves the question unanswered.","IMPL","DESIGN","","unbreakable","pure-prose/unbreakable/be-reasonable/SKILL.md § 4. Asking: who, when, and how","tempted to make a question a setting"
"unbreakable","","U118: If a runtime setting is genuinely warranted, *that* is the thing to raise.","IMPL","COMMUNICATION","","unbreakable","pure-prose/unbreakable/be-reasonable/SKILL.md § 4. Asking: who, when, and how","runtime setting genuinely warranted"
"unbreakable","","U119: **When: while you are writing the code the answer shapes** — not in a design phase before the shape is clear, and not after, as a disclosure.","IMPL","COMMUNICATION","","unbreakable","pure-prose/unbreakable/be-reasonable/SKILL.md § 4. Asking: who, when, and how","timing an open question"
"unbreakable","","U120: **How: bounded by what exists.** The menu you offer is the set of real options, starting at the true maximum available. Offering a precision the source cannot produce, a guarantee the system cannot make, or a mode that does not exist is a false statement about the system, and every answer built on it is wrong before it is given.","IMPL","COMMUNICATION","","unbreakable","pure-prose/unbreakable/be-reasonable/SKILL.md § 4. Asking: who, when, and how","offering options to developer"
"unbreakable","","U121: **Two steps, not one.** First: does this want the full/strongest/default form? If yes, there is no second question. If no: which of the real alternatives? Collapsing them into a single menu buries the fact that ""all of it"" is a legitimate and frequently correct answer.","IMPL","COMMUNICATION","","unbreakable","pure-prose/unbreakable/be-reasonable/SKILL.md § 4. Asking: who, when, and how","asking an open question"
"unbreakable","","U122: **Once, then applied.** The answer for a decision is usually the answer for that decision across the whole surface. Re-asking per call site is noise, and worse, it produces a system whose parts disagree.","IMPL","COMMUNICATION","","unbreakable","pure-prose/unbreakable/be-reasonable/SKILL.md § 4. Asking: who, when, and how","answer received"
"unbreakable","","U123: **Do not ask about the derivable.** Interrupting someone over a choice you could have derived — or discovered in a few seconds — is its own miscalibration, and it spends the credibility you need for the questions that matter.","IMPL","COMMUNICATION","","unbreakable","pure-prose/unbreakable/be-reasonable/SKILL.md § 4. Asking: who, when, and how","choice derivable in seconds"
"unbreakable","","U199: 5. **If two answers survive and the difference shows, ask the developer**, while writing the code, in two steps, with the menu bounded by what exists.","IMPL","COMMUNICATION","","unbreakable","pure-prose/unbreakable/be-reasonable/SKILL.md § 7. The process","two visible defensible answers survive"
"machinery","A long-running tool prints a heartbeat on its own output (upstream of any log redirect) at a bounded, regular interval, in one project-wide shape: a fixed liveness token, the tool name, elapsed time, and progress with a denominator where knowable; a fixture proves it survives the output filter in every mode. Missing an interval is a defect in the tool, and when waiting on a job, silence past the interval means dead or hung.","M188: - The shape: a single line beginning with a fixed liveness token, then the tool's name, elapsed time, and optional progress (a denominator preferred over a bare pulse), emitted at a bounded, regular interval. The literal token and the interval are a project's own choice, fixed once and matched by one pattern everywhere.","DESIGN","TOOLING","","machinery","plugins/machinery/rules/tool-output.md § Heartbeats","defining heartbeat shape"
"machinery","","M187: - A long-running tool prints one line at a bounded, regular interval while it is still working, in a single shape used across every tool so one pattern recognizes them all. It names the tool, shows it is alive, and gives progress where progress is knowable, because a count beats a bare pulse.","IMPL","TOOLING","","machinery","plugins/machinery/rules/tool-output.md § Heartbeats","long-running tool"
"machinery","","M189: - The heartbeat goes to the tool's own output, upstream of any redirect into a log. One written inside the redirect reaches nobody.","IMPL","TOOLING","","machinery","plugins/machinery/rules/tool-output.md § Heartbeats","tool redirects output to a log"
"machinery","","M190: - A heartbeat survives the filter in every mode, including when it is buried in bulk chatter far outside the tail window, and a fixture proves it.","IMPL","TESTING","META","machinery","plugins/machinery/rules/tool-output.md § Heartbeats","heartbeat and output filter"
"machinery","","M192: - A long-running tool that goes past one interval without emitting a heartbeat is itself a defect, on the same footing as a check that reports no count.","IMPL","TOOLING","","machinery","plugins/machinery/rules/tool-output.md § Heartbeats","long-running tool misses heartbeat interval"
"machinery","","M191: - Once the shape is standard, silence means something: no heartbeat within its interval means the job is dead or hung, not that it is probably still working. Watch for the pattern, and never sit waiting for a completion signal nobody promised you.","ANY","TOOLING","","machinery","plugins/machinery/rules/tool-output.md § Heartbeats","waiting on a long-running job"
"developer-friendliness","When a record exists to stop someone doing something, first try to make the thing impossible by mechanism; if you can, build it and delete the note.","D6: If a mechanism can replace the note, build the mechanism and delete the note.","DESIGN","DESIGN","","developer-friendliness","claude-code/developer-friendliness/developer-friendliness/SKILL.md § Skill: park what will be needed again, where it will be looked for, and nothing else","a mechanism could replace a note"
"developer-friendliness","","D29: Whenever a record exists to stop someone doing something, ask whether the something can be made unsayable instead — and if it can, this skill no longer has an opinion.","DESIGN","DESIGN","","developer-friendliness","claude-code/developer-friendliness/developer-friendliness/SKILL.md § 4. The durability ladder","record exists to prevent an action"
"machinery","Every new piece of work gets a ticket a competent stranger could pick up cold, with its plans and specs hanging off it. When asked to file or repair a pair, do it as one instruction: create the ticket (problem, numbered required behaviour, design constraint, dated decision and who made it, tests required, exact code places), create its companion titled for it, link them with the dedicated companion link type (distinct from ordering or dependency links; nothing else is a child), and label both with the working copy. Link a pair belonging to an effort at both levels (ticket to ticket, companion to companion). A ticket number means the pair.","M254: - The link that binds a ticket to its companion must be a different kind of relationship from the links that express ordering or dependency between an effort's tickets and the work tickets under it — different enough that a query tells the two apart by the relationship's own type, never by remembering which values of a shared field mean which. The tracker then cannot confuse a companion with a dependency.","DESIGN","TICKETS","","machinery","plugins/machinery/rules/work-tracking.md § A ticket and its companion","configuring the tracker link types"
"machinery","","M251: - Every new piece of work gets a ticket written so a competent stranger could pick it up cold, and the plans and specifications for it hang off that ticket.","PLAN","TICKETS","","machinery","plugins/machinery/rules/work-tracking.md § A ticket and its companion","every new piece of work"
"machinery","","M253: - The parent-and-companion relationship is reserved for that pair alone. Nothing else is ever filed as a child of anything.","PLAN","TICKETS","","machinery","plugins/machinery/rules/work-tracking.md § A ticket and its companion","filing a child relationship"
"machinery","","M258: - Every ticket carries a label naming the working copy the work lives in, on both halves of the pair.","PLAN","TICKETS","","machinery","plugins/machinery/rules/work-tracking.md § A ticket and its companion","every ticket"
"machinery","","M260: - Creating a ticket pair is one instruction from the owner, never a sequence they walk through: asked to file a pair, whoever is asked creates the ticket, creates its companion titled for the ticket, links them with the real relationship rather than a mention, and labels both the same. The several calls in a fixed order, keyed on an identifier the interface never shows, are the assistant's to get right and never the owner's to remember — done differently each time, they leave pairs half-made.","PLAN","TICKETS","","machinery","plugins/machinery/rules/work-tracking.md § Creating and shaping a pair","owner asks to file a pair"
"machinery","","M262: - A full ticket has a fixed shape: the problem, the required behaviour as numbered items, the design constraint, the dated decision and who made it, the tests required, and the exact places in the code it touches.","PLAN","TICKETS","TEST-PLAN","machinery","plugins/machinery/rules/work-tracking.md § Creating and shaping a pair","writing a full ticket"
"machinery","","M256: - Link a new pair to the effort at both levels — the full ticket to the effort's ticket, the companion entry to the effort's companion entry — so a session resuming the effort reaches every finding's context through companion entries alone, without ever opening a full ticket.","ANY","TICKETS","","machinery","plugins/machinery/rules/work-tracking.md § A ticket and its companion","new pair belongs to an effort"
"machinery","","M257: - When someone names a ticket number they mean the pair, whichever half they named. The reading rules still apply, and the number you were given does not send you somewhere else.","ANY","TICKETS","","machinery","plugins/machinery/rules/work-tracking.md § A ticket and its companion","someone names a ticket number"
"machinery","","M261: - Repairing a half-made pair is the same one instruction: the link between two tickets that already exist gets made on request.","ANY","TICKETS","","machinery","plugins/machinery/rules/work-tracking.md § Creating and shaping a pair","owner asks to repair a pair"
"machinery","When starting a feature or fix, before any code, write in its ticket: the beliefs its design rests on; the invariants it touches and introduces; what it will affect and what it must leave alone; the standard it claims (identical output or a deliberate behaviour change, never a behaviour change called cleanup); and the list of checks it requires. Each listed check runs on its own; one passing never excuses another.","U51: 8. **Both directions.** Enumerate the invariants the feature TOUCHES and the ones it INTRODUCES. Entering a sealed pipeline correctly does not make the output deserve to exist.","DESIGN","PLANNING","MANUAL","unbreakable","pure-prose/unbreakable/cant-break-by-design/SKILL.md § 4. The process","designing a feature"
"machinery","","M193: - Every change writes down the beliefs that make its design and its choices legitimate.","PLAN","PLANNING","CLAIM-CHECK","machinery","plugins/machinery/rules/verification-and-evidence.md § Predict before you work","every change"
"machinery","","M194: - Every change predicts what it will affect and, just as explicitly, what it must leave alone. The second half is the one that can be proved wrong, so it is the half that carries the information.","PLAN","PLANNING","CLAIM-CHECK","machinery","plugins/machinery/rules/verification-and-evidence.md § Predict before you work","every change"
"machinery","","M199: - A change declares in advance which standard it is claiming: identical output, because it was meant to change nothing, or structural checks, because it deliberately changes behaviour. Calling a behaviour change a cleanup is how that standard gets dodged.","PLAN","PLANNING","CLAIM-CHECK","machinery","plugins/machinery/rules/verification-and-evidence.md § Declare the standard you are claiming","every change"
"machinery","","M195: - Write the predictions before doing the work. Written afterwards they only describe what happened; they were never able to fail.","PRE-CODE","PLANNING","CLAIM-CHECK","machinery","plugins/machinery/rules/verification-and-evidence.md § Predict before you work","before doing the work"
"machinery","","M204: - List the checks a change requires before running the first one, and let no pass cancel another. A good result is the most dangerous place to stop, because stopping then feels earned.","PRE-CODE","TESTING","TEST-PLAN","machinery","plugins/machinery/rules/verification-and-evidence.md § What the check could actually see","before running checks"
"unbreakable","When laying out comparable run outputs, the directory carries the slot (chosen by the caller, passed as a path) and filenames stay identical across slots; each re-run writes a new run directory, never overwriting, named zero-padded largest unit first, holding a file of its inputs, versions and parameters; ""latest"" is a pointer, not a copy; results live outside the source tree and are archived or deleted by run directory.","U186: Split them, and the answer falls out: **the directory carries the slot; the filename carries the artifact, identically across every slot.**","DESIGN","DESIGN","","unbreakable","pure-prose/unbreakable/be-reasonable/SKILL.md § 6.8 Artifacts, runs, and workspace layout","laying out comparable run outputs"
"unbreakable","","U187: | Which axis discriminates comparable runs | the directory; filenames stay identical across slots | identical names make comparison structural — whole trees compare, and every artifact added later is included for free; encoded names must be parsed to pair, and the convention re-applied at every new write site |","DESIGN","DESIGN","BASELINE","unbreakable","pure-prose/unbreakable/be-reasonable/SKILL.md § 6.8 Artifacts, runs, and workspace layout | Which axis discriminates comparable runs","discriminating comparable runs"
"unbreakable","","U188: | Who knows which slot this is | only the caller, through the path it hands in | a producer that builds slot-aware names must learn the convention, and every producer must learn it identically or the set stops lining up |","DESIGN","DESIGN","","unbreakable","pure-prose/unbreakable/be-reasonable/SKILL.md § 6.8 Artifacts, runs, and workspace layout | Who knows which slot this is","producer writing slot outputs"
"unbreakable","","U190: | ""Latest"" | a pointer to a run, never a copy of one | a copy is a second source of truth, and it drifts |","DESIGN","DESIGN","","unbreakable","pure-prose/unbreakable/be-reasonable/SKILL.md § 6.8 Artifacts, runs, and workspace layout | ""Latest""","representing ""latest"""
"unbreakable","","U192: | Where results live | outside the source tree | results inside it get committed by accident, or ignored and then lost, or both |","DESIGN","DESIGN","","unbreakable","pure-prose/unbreakable/be-reasonable/SKILL.md § 6.8 Artifacts, runs, and workspace layout | Where results live","placing results"
"unbreakable","","U193: | Unit of archive and deletion | the run directory | a pattern matched against encoded names eventually catches something it should not |","DESIGN","DESIGN","","unbreakable","pure-prose/unbreakable/be-reasonable/SKILL.md § 6.8 Artifacts, runs, and workspace layout | Unit of archive and deletion","archiving or deleting results"
"unbreakable","","U189: | Re-running | write a new run directory; never overwrite | an overwritten run destroys the comparison you were about to make, and you find out after the expensive part |","IMPL","DESIGN","BASELINE","unbreakable","pure-prose/unbreakable/be-reasonable/SKILL.md § 6.8 Artifacts, runs, and workspace layout | Re-running","re-running a comparison"
"unbreakable","","U191: | Timestamped directory names | zero-padded, largest unit first | any other order sorts lexically wrong — silently, and only past a boundary nobody tested |","IMPL","DESIGN","","unbreakable","pure-prose/unbreakable/be-reasonable/SKILL.md § 6.8 Artifacts, runs, and workspace layout | Timestamped directory names","timestamped directory names"
"unbreakable","","U194: | Run metadata — inputs, versions, parameters | a file inside the run directory | a result whose provenance lives elsewhere becomes unattributable the moment the two are separated |","IMPL","RECORDS","BASELINE","unbreakable","pure-prose/unbreakable/be-reasonable/SKILL.md § 6.8 Artifacts, runs, and workspace layout | Run metadata — inputs, versions, parameters","recording run metadata"
"machinery","When creating a working copy, use the worktree tool, not a hand command: name the copy for the work (not a date or ticket number) and the branch identically with no prefix, which the tool enforces by stripping harness prefixes and refusing an empty name. It branches from the project's configured base (current position, or the upstream default when determinable), attaches to an existing branch rather than recreating it, prints only the new path on its output, and aborts on any failure with its message.","M290: - The creating tool strips any prefix the harness added, so the directory and the branch come out bare, and it refuses a request with no name, saying what it was handed.","DESIGN","WORKTREE","","machinery","plugins/machinery/rules/worktree-discipline.md § Creating one","building the copy-creating tool"
"machinery","","M293: - The creating tool prints the new copy's location on its output channel and nothing else, sends every other message elsewhere, and aborts creation on any failure with its own message shown as the reason.","DESIGN","WORKTREE","","machinery","plugins/machinery/rules/worktree-discipline.md § Creating one","building the copy-creating tool"
"machinery","","M288: - Name a working copy for the work it holds, not for a date and not for a ticket number. The name is how anyone else tells what is running in it.","PLAN","WORKTREE","","machinery","plugins/machinery/rules/worktree-discipline.md § Creating one","creating a working copy"
"machinery","","M289: - Name the branch exactly what the working copy is named, with no added prefix, and let the tool that creates copies enforce it rather than trusting people to type it.","PLAN","WORKTREE","","machinery","plugins/machinery/rules/worktree-discipline.md § Creating one","creating a working copy"
"machinery","","M291: - Where a new working copy branches from is a project setting, not a guess: the current local position, or the shared upstream default. When the upstream default cannot be determined, branch from the current position rather than fail.","PLAN","WORKTREE","","machinery","plugins/machinery/rules/worktree-discipline.md § Creating one","creating a working copy"
"machinery","","M292: - When the branch already exists, attach the new working copy to it rather than trying to create it a second time.","PLAN","WORKTREE","","machinery","plugins/machinery/rules/worktree-discipline.md § Creating one","branch already exists"
"machinery","","M323: 2. **Name the copy for the effort itself** — not for a date, not for a ticket number — and give the branch exactly that name, with no added prefix (`rules/worktree-discipline.md` § Creating one).","PLAN","WORKTREE","","machinery","claude-code/machinery/effort-lifecycle/SKILL.md § Start","creating the effort's copy"
"machinery","","M324: 3. **Create the copy with the worktree tool, not by hand** — the plugin's WorktreeCreate hook names the branch after the copy. The tool prints one thing on success: the new copy's full path. Use that path.","PLAN","WORKTREE","","machinery","claude-code/machinery/effort-lifecycle/SKILL.md § Start","creating the effort's copy"
"unbreakable","When making a design choice that is not an invariant (precision, defaults, timeouts, retries, naming, config, logging, error text, test level, caching, deploy shape, output format), state it as a question with at least two answers and apply the four moves: derive it, lean toward the cheaper mistake, split two masters, ask when genuinely open. Test: can you say in one sentence what you paid, what you bought, and what here made it favourable, without ""best practice""? Invariants are not traded this way; they go to the highest rung.","U81: Use when making any design choice that is not an invariant — precision, defaults, timeouts, retries, naming, config, logging, error text, test level, cache policy, deploy shape, output format, and who runs the tooling under a context budget; enforces four moves (derive the choice from the situation, lean toward the mistake that is cheaper to undo, split any decision serving two masters, ask the developer when two answers are genuinely defensible and offer only options that exist); includes the storage-vs-presentation worked example, how to read an asymmetry, and a domain appendix showing the method already applied","DESIGN","SKILL-TRIGGER","","unbreakable","pure-prose/unbreakable/be-reasonable/SKILL.md § frontmatter","making a non-invariant design choice"
"unbreakable","","U87: It does not govern invariants: once a property is named an invariant, it is enforced at the highest rung the language allows, and nothing here is a reason to stop short of that.","DESIGN","DESIGN","","unbreakable","pure-prose/unbreakable/be-reasonable/SKILL.md § Skill: derive the choice, lean toward the cheaper mistake, split two masters, ask when it's genuinely open","property named an invariant"
"unbreakable","","U88: The test: *""Can I say what I paid, what I bought, and what in this situation made the exchange favorable — in one sentence, without saying 'best practice'?""*","DESIGN","DESIGN","","unbreakable","pure-prose/unbreakable/be-reasonable/SKILL.md § Be Reasonable","justifying a choice"
"unbreakable","","U124: When a domain is missing, run the four moves.","DESIGN","DESIGN","","unbreakable","pure-prose/unbreakable/be-reasonable/SKILL.md § 6. Domain appendix","domain missing from appendix"
"unbreakable","","U195: 1. **State the decision** as a question with at least two answers. If it has one answer, it was not a decision and needs no attention.","DESIGN","DESIGN","","unbreakable","pure-prose/unbreakable/be-reasonable/SKILL.md § 7. The process","a design decision"
"unbreakable","Derive every non-invariant choice from its input (the source, the consumer, the measured behaviour, the constraint) and name that input, even in one clause; a round number, a tutorial default, a habit, or a choice justified by where it came from is not a derivation.","U82: 1. **Derive it.** The choice comes from the situation — the source, the consumer, the measured behavior, the constraint. If you cannot say what you derived it from, you inherited it from habit, and habit is not a design.","DESIGN","DESIGN","","unbreakable","pure-prose/unbreakable/be-reasonable/SKILL.md § Skill: derive the choice, lean toward the cheaper mistake, split two masters, ask when it's genuinely open","every non-invariant design decision"
"unbreakable","","U89: - **The round number.** Thirty seconds, three retries, a hundred items per page. Round numbers are almost never measurements; they are the shape of a guess. A derived number is odd-looking because reality is.","DESIGN","DESIGN","","unbreakable","pure-prose/unbreakable/be-reasonable/SKILL.md § 1.1 Derive it","picking a round number"
"unbreakable","","U90: - **The tutorial default.** A value that arrived with an example and was never reconsidered against the system it now runs in.","DESIGN","DESIGN","","unbreakable","pure-prose/unbreakable/be-reasonable/SKILL.md § 1.1 Derive it","keeping a tutorial default"
"unbreakable","","U91: - **The habit.** The precision, the structure, or the pattern you always reach for, applied to a situation that did not ask for it.","DESIGN","DESIGN","","unbreakable","pure-prose/unbreakable/be-reasonable/SKILL.md § 1.1 Derive it","reaching for a habitual pattern"
"unbreakable","","U92: - **Cargo cult.** A choice justified by where it came from rather than by what it does here. A rule that made sense at a scale, in a language, or under a constraint you do not have is not a rule you have.","DESIGN","DESIGN","","unbreakable","pure-prose/unbreakable/be-reasonable/SKILL.md § 1.1 Derive it","choice justified by origin"
"unbreakable","","U93: It requires naming the input: *""seconds, because the source clock ticks in seconds""* is a complete derivation.","DESIGN","DESIGN","","unbreakable","pure-prose/unbreakable/be-reasonable/SKILL.md § 1.1 Derive it","deriving a choice"
"unbreakable","","U197: 3. **Derive each side** from its own input: the source, the consumer, the measurement, the constraint. Name the input out loud, even if the derivation is one clause.","DESIGN","DESIGN","","unbreakable","pure-prose/unbreakable/be-reasonable/SKILL.md § 7. The process","a design decision"
"unbreakable","When uncertainty remains, read the asymmetry and take the option whose error is cheaper: first which error can be undone, by whom and at what cost; then which is discovered (a crash beats a plausible wrong result); then which compounds (compounding beats a larger one-time cost); then who pays, correcting deliberately for costs exported to others.","U83: 2. **Lean toward the cheaper mistake.** Where you are uncertain, take the option whose error is recoverable, loud, and paid by you rather than silent, permanent, and paid by someone downstream.","DESIGN","DESIGN","","unbreakable","pure-prose/unbreakable/be-reasonable/SKILL.md § Skill: derive the choice, lean toward the cheaper mistake, split two masters, ask when it's genuinely open","uncertain design choice"
"unbreakable","","U94: Under uncertainty, take the option whose error costs less to discover and undo.","DESIGN","DESIGN","","unbreakable","pure-prose/unbreakable/be-reasonable/SKILL.md § 1.2 Lean toward the cheaper mistake","uncertain choice"
"unbreakable","","U109: **1. Which error can be undone, by whom, at what cost?** Recoverability dominates everything else.","DESIGN","DESIGN","","unbreakable","pure-prose/unbreakable/be-reasonable/SKILL.md § 3. Reading the asymmetry","reading a choice's asymmetry"
"unbreakable","","U110: **2. Which error is discovered?**","DESIGN","DESIGN","","unbreakable","pure-prose/unbreakable/be-reasonable/SKILL.md § 3. Reading the asymmetry","reading a choice's asymmetry"
"unbreakable","","U111: Between a crash and a plausible wrong result, the crash is the cheaper error.","DESIGN","DESIGN","","unbreakable","pure-prose/unbreakable/be-reasonable/SKILL.md § 3. Reading the asymmetry","crash versus plausible wrong result"
"unbreakable","","U112: **3. Which error compounds?**","DESIGN","DESIGN","","unbreakable","pure-prose/unbreakable/be-reasonable/SKILL.md § 3. Reading the asymmetry","reading a choice's asymmetry"
"unbreakable","","U113: Compounding costs beat one-time costs even when the one-time cost is larger today.","DESIGN","DESIGN","","unbreakable","pure-prose/unbreakable/be-reasonable/SKILL.md § 3. Reading the asymmetry","compounding versus one-time cost"
"unbreakable","","U114: **4. Who pays?**","DESIGN","DESIGN","","unbreakable","pure-prose/unbreakable/be-reasonable/SKILL.md § 3. Reading the asymmetry","reading a choice's asymmetry"
"unbreakable","","U115: Exported costs are systematically underweighted because the person deciding never feels them — correct for that, deliberately.","DESIGN","DESIGN","","unbreakable","pure-prose/unbreakable/be-reasonable/SKILL.md § 3. Reading the asymmetry","cost exported to others"
"unbreakable","","U198: 4. **If uncertainty remains, read the asymmetry** — recoverability, then discovery, then compounding, then who pays — and lean toward the cheaper mistake.","DESIGN","DESIGN","","unbreakable","pure-prose/unbreakable/be-reasonable/SKILL.md § 7. The process","uncertainty remains"
"unbreakable","Before choosing, check whether a decision is pulled by two concerns; if so, split it at the seam into two decisions, each answered at full strength.","U84: 3. **Split what has two masters.** A single decision being pulled by two different concerns is two decisions wearing one name. Separate them and let each answer to its own.","DESIGN","DESIGN","","unbreakable","pure-prose/unbreakable/be-reasonable/SKILL.md § Skill: derive the choice, lean toward the cheaper mistake, split two masters, ask when it's genuinely open","decision pulled by two concerns"
"unbreakable","","U95: Look instead for the seam: nearly always the two pulls come from two different concerns, and once separated each gets its correct answer at full strength rather than a blend that is wrong for both.","DESIGN","DESIGN","","unbreakable","pure-prose/unbreakable/be-reasonable/SKILL.md § 1.3 Split what has two masters","decision pulled two directions"
